geoid10,sidewalks,tree-lined streets,porches,fenced front yards,attached garages,cul-de-sacs,hills,private front entrances
17031740100,2,4,3,4,3,0,0,3
17031740200,3,4,3,4,1,0,0,4
17031740300,4,4,3,4,1,0,0,3
17031740400,4,4,1,2,1,1,0,1
17031750100,3,4,0,3,2,2,0,2
17031750200,3,4,2,3,4,0,0,1
17031750300,3,4,4,2,0,2,0,3
17031750400,3,4,2,3,2,0,0,3
17031750500,4,4,2,1,2,0,0,1
17031750600,3,4,3,4,2,0,0,3
17031760801,2,4,2,3,1,0,1,3
17031760802,2,2,2,3,2,0,0,3
17031760803,3,3,3,3,1,1,0,4
17031770902,4,4,3,4,1,1,0,2
17031810400,2,4,1,2,1,3,0,2
17031830500,2,4,1,2,2,0,0,2
17031830600,2,4,1,3,2,0,0,2
17031830700,4,4,1,4,2,0,0,3
17031830800,2,4,3,3,3,0,0,3
17031830900,3,4,3,4,0,0,0,2
17031831000,2,4,1,3,2,1,0,2
17031831100,3,3,2,2,2,0,0,2
17031831200,3,4,2,4,2,0,0,3
17031831300,4,4,4,4,1,0,0,4
17031831400,3,4,1,3,0,0,0,1
17031831500,1,4,4,4,0,0,0,4
17031831600,1,4,2,4,1,0,0,3
17031831700,3,4,1,4,2,2,0,2
17031831800,2,4,1,3,3,2,0,1
17031831900,1,4,4,4,1,1,0,3
17031832000,3,4,3,3,2,0,0,4
17031832100,2,4,2,4,3,0,0,1
17031832200,2,4,2,1,1,0,0,2
17031832300,2,2,1,3,0,0,0,3
17031832400,4,4,3,4,2,1,0,3
17031832500,4,4,1,2,0,0,0,1
17031832600,2,4,3,4,2,0,0,2
17031832900,1,3,2,2,1,2,0,4
17031833000,3,3,3,4,0,0,0,2
17031833100,3,3,3,3,1,0,0,2
17031833300,2,4,3,3,1,0,0,3
17031833900,1,3,2,3,2,0,0,2
17031834000,3,4,2,3,0,1,0,1
17031834200,4,4,4,4,1,1,0,4
17031834300,4,4,3,4,1,2,0,3
17031834400,3,4,3,1,1,0,0,2
17031834500,4,4,3,3,0,0,0,2
17031834600,3,4,3,4,1,0,0,3
17031834700,4,4,4,4,2,0,0,3
17031834800,2,4,4,4,0,0,0,4
17031834900,2,4,2,4,0,0,0,3
17031835000,3,4,3,3,0,0,0,2
17031835100,3,3,3,3,2,0,0,3
17031835200,3,3,3,4,1,0,0,3
17031835500,3,4,2,2,2,0,0,1
17031835600,1,3,4,3,1,0,0,3
17031835700,1,3,3,4,0,0,0,2
17031835800,2,4,3,3,3,0,0,3
17031835900,3,4,2,4,3,0,0,1
17031836000,3,4,3,3,2,0,0,1
17031836100,2,4,1,3,1,0,0,3
17031836200,3,3,3,3,0,0,0,2
17031836300,1,4,3,3,4,1,0,3
17031836400,2,3,2,3,1,0,0,2
17031836500,3,2,1,3,1,0,0,0
17031836600,3,4,3,3,2,0,0,3
17031836700,3,4,2,2,2,0,1,0
17031836800,2,3,2,3,0,0,0,2
17031836900,2,3,3,4,0,0,0,3
17031837000,4,4,1,2,1,0,0,1
17031837100,4,4,1,3,1,0,0,3
17031837300,3,3,3,2,0,2,0,3
17031837400,3,4,1,2,0,0,0,1
17031837800,3,3,2,1,0,0,0,2
17031838000,2,3,1,3,0,1,0,2
17031838100,0,1,1,3,2,0,0,3
17031838200,3,4,2,2,2,0,0,2
17031838300,3,3,0,0,0,0,0,1
17031838600,3,4,3,4,4,1,0,2
17031838700,2,4,3,2,2,1,0,2
17031838800,2,4,1,1,1,0,0,1
17031839000,0,4,4,4,1,0,0,4
17031839100,2,3,3,4,0,0,0,3
17031839200,1,3,4,4,0,0,0,3
17031839500,3,4,2,3,1,1,0,3
17031839600,2,3,4,3,1,0,0,4
17031839700,3,4,3,4,1,0,0,3
17031839800,3,4,2,4,3,0,0,1
17031839900,4,2,1,3,1,0,0,2
17031840000,3,3,2,3,2,0,0,1
17031840100,2,4,3,3,1,0,0,4
17031840200,3,4,3,3,1,0,0,3
17031840300,3,4,4,4,0,0,0,4
17031840400,4,4,3,4,2,0,0,3
17031840700,2,4,3,3,0,0,0,4
17031840800,2,3,0,0,4,0,0,0
17031841000,3,3,0,3,2,0,0,0
17031841100,3,3,2,3,0,0,0,1
17031841200,3,4,3,2,0,0,0,3
17031841300,4,3,3,4,1,0,0,3
17031841400,3,4,2,4,3,0,0,2
17031841500,2,4,2,4,3,0,0,2
17031841600,2,4,2,4,0,0,0,4
17031841700,1,4,4,3,0,0,0,4
17031841800,2,4,3,3,0,0,0,3
17031841900,1,4,1,3,2,0,0,3
17031842000,2,4,3,3,2,0,0,1
17031842100,1,3,3,3,2,0,0,3
17031842200,3,2,3,1,2,0,0,1
17031842300,3,3,3,3,1,0,0,3
17031842500,3,3,4,2,3,0,0,3
17031842600,2,3,2,3,1,0,0,2
17031842800,4,4,1,3,1,0,0,1
17031842900,2,3,1,2,1,0,0,1
17031843000,3,4,1,3,1,0,0,2
17031843100,3,3,3,3,3,1,0,1
17031843200,2,4,0,2,1,0,0,2
17031843300,3,1,1,1,3,0,0,1
17031843400,4,4,1,3,1,1,0,3
17031843500,2,4,3,3,3,0,0,2
17031843600,3,3,2,1,1,1,0,3
17031843700,3,3,2,4,1,0,0,3
17031843800,2,4,2,3,1,0,0,1
17031843900,2,4,2,4,2,0,0,3
